4.609680664591849220e-01,5.192605837577194405e-01,5.715222230237578804e-01,6.183640483283894262e-01,6.602147540173496365e-01,6.973948463911522344e-01,7.302295739095642224e-01,7.581264547742034843e-01,7.821047073854711096e-01,8.019753475183836189e-01,8.180177412763239841e-01,8.297299486243407962e-01,8.389739080565397078e-01,8.450428728954605395e-01,8.498755703923367433e-01,8.528568678929531188e-01,8.551490686397338337e-01,8.568729654346256552e-01,8.585215078146829493e-01,8.595574861041347381e-01,8.604065242234278932e-01,8.611138891022792619e-01,8.617195901651202306e-01,8.622397079296512112e-01,8.626877190201842627e-01,8.630803742741208762e-01,8.634276375404054127e-01,8.637343011544862392e-01,8.640079648889387176e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01,8.644765743101254785e-01
4.443298523524070731e-01,5.008961167489257571e-01,5.517308144233580292e-01,5.974201888306490682e-01,6.383755219884844623e-01,6.748943492954307954e-01,7.072272265103631828e-01,7.350846089126613636e-01,7.590841443909652764e-01,7.791322686698756161e-01,7.954037413219205988e-01,8.075810879646573293e-01,8.168225223801059975e-01,8.232858843611667865e-01,8.280885797251298364e-01,8.311598003358706688e-01,8.334284558839528678e-01,8.354399612098418748e-01,8.367125694496846400e-01,8.377283802521731104e-01,8.385612797188977119e-01,8.392627863060784232e-01,8.398527747668260712e-01,8.403553598675543856e-01,8.409570052058215062e-01,8.413222671119631180e-01,8.416427910468295970e-01,8.419268134395531122e-01,8.421814707768473518e-01,8.424108411996175105e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01,8.428043195530533493e-01
4.289655175823617328e-01,4.839132319233976354e-01,5.333977151856960086e-01,5.779833845636721534e-01,6.180647927123910090e-01,6.539228344750392941e-01,6.857735101553853463e-01,7.138588299755845856e-01,7.373948427121322924e-01,7.575128616915992597e-01,7.739191474317281827e-01,7.868895807299074452e-01,7.956977283470062501e-01,8.024514530127369039e-01,8.068239577228059067e-01,8.098673376624294651e-01,8.123846023555517659e-01,8.139069111000629686e-01,8.151105039776680439e-01,8.160833768666900800e-01,8.168691497704582138e-01,8.175192996204845297e-01,8.180672595954747717e-01,8.185384973999150215e-01,8.189442802284583323e-01,8.192971163338138574e-01,8.197375759723252164e-01,8.200030106525001417e-01,8.202403258366456340e-01,8.204527023897207894e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01,8.208182950955993373e-01
4.147301331771754973e-01,4.681568288229608910e-01,5.163636151887616155e-01,5.598942332793586107e-01,5.991268807703892252e-01,6.343294484191720484e-01,6.656960287128164122e-01,6.933977549898497905e-01,7.169483428772484013e-01,7.370507916382154079e-01,7.535024128560049439e-01,7.664764143231256321e-01,7.753681576919855267e-01,7.819540520726545596e-01,7.860846773181754399e-01,7.889588454154885522e-01,7.909781919730282107e-01,7.927109080499268323e-01,7.937962538340989083e-01,7.946613143327945217e-01,7.953736459369360468e-01,7.959635118924122121e-01,7.964581572613151916e-01,7.968796132531165144e-01,7.972434674844521840e-01,7.975624351836964054e-01,7.978425512804416808e-01,7.980901991108225735e-01,7.983109230315439397e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01,7.986882372736918700e-01
4.014998576173943179e-01,4.534951158186750209e-01,5.004921391460269708e-01,5.430139579009677364e-01,5.814259867056306152e-01,6.159827069394572252e-01,6.468629328350635754e-01,6.742007867145167754e-01,6.981721846704563861e-01,7.176837101683389841e-01,7.340921260746403609e-01,7.469820303102597814e-01,7.557811679960059204e-01,7.620946647857722578e-01,7.658846570463304637e-01,7.684296142208484337e-01,7.702239956413682309e-01,7.715362203415743192e-01,7.725333451029102738e-01,7.733193790610429774e-01,7.739564094859301413e-01,7.744849019393348355e-01,7.749323082226889925e-01,7.753133005412778944e-01,7.756416938956905982e-01,7.759279172598124719e-01,7.761798261974766078e-01,7.764037196515299888e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01,7.767829249498653388e-01
3.891684879073876724e-01,4.398147064874477485e-01,4.856648467333579133e-01,5.272239621385680364e-01,5.648430729825820729e-01,5.987665541043543094e-01,6.291607098939566711e-01,6.561352843309060656e-01,6.797917419419766683e-01,6.993350887699031349e-01,7.156242050067239679e-01,7.283298783912531826e-01,7.368664790582398760e-01,7.427796828915512739e-01,7.461130878711687009e-01,7.482907773308727917e-01,7.497990593491890010e-01,7.509188430591344776e-01,7.517763420578990052e-01,7.524505465895721112e-01,7.528447976112206952e-01,7.533056212012263497e-01,7.536946880038165597e-01,7.540288912716788250e-01,7.543186988636165768e-01,7.544823042245095701e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01,7.549078083344896717e-01
3.776443217946484077e-01,4.270169250038387543e-01,4.717790596048154761e-01,5.124184546001633311e-01,5.492734941828828488e-01,5.825790791437992500e-01,6.124896892672008208e-01,6.390983237214326040e-01,6.624608202350263930e-01,6.819274094549939713e-01,6.980493541808037161e-01,7.104305267971827709e-01,7.185230857010103112e-01,7.234434373733514834e-01,7.263503936715953735e-01,7.281930641861333875e-01,7.294640336436882810e-01,7.303997581233191427e-01,7.311270306993873369e-01,7.315629476846187140e-01,7.320390012648233524e-01,7.324361482637155030e-01,7.326740790011005977e-01,7.329647064266788803e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01,7.333659521040982732e-01
3.668480718552338260e-01,4.150166109173886175e-01,4.587455695859746774e-01,4.985061678006086350e-01,5.346260985337392135e-01,5.673297942488720880e-01,5.967620342197182959e-01,6.230017135367755809e-01,6.460726765274162897e-01,6.659801968170454556e-01,6.812823984289874124e-01,6.931997177635135232e-01,7.006175371076622804e-01,7.047707293116960425e-01,7.068962675207366431e-01,7.083879573495882598e-01,7.094319640763110391e-01,7.100642265622431060e-01,7.106695795929836024e-01,7.110547793708610342e-01,7.114596180724555019e-01,7.117165536551152139e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01,7.121895355014641327e-01
3.567105503068050409e-01,4.037390191489365066e-01,4.464854557618406217e-01,4.854066593292059584e-01,5.208190106586558787e-01,5.529379208579946470e-01,5.818997803145224967e-01,6.077694934814754646e-01,6.305440086289880730e-01,6.501587438398818142e-01,6.652411351718212629e-01,6.765502950881336908e-01,6.829911723933004275e-01,6.859909489460127574e-01,6.876518703041405445e-01,6.888464448719834321e-01,6.895512458997999916e-01,6.900829430146684373e-01,6.904997866527162742e-01,6.908360939578079840e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01,6.914023588149187383e-01
3.471715818846075052e-01,3.931184469143583771e-01,4.349300562683798832e-01,4.730484230054504691e-01,5.077796485099809187e-01,5.393316725296253278e-01,5.678312950751419619e-01,5.933320924343761238e-01,6.158047519512804824e-01,6.351199067743373838e-01,6.498347312467079862e-01,6.603098747381828115e-01,6.650929181715270477e-01,6.673710934383885185e-01,6.686343597203249223e-01,6.693414488124599382e-01,6.699370325604036003e-01,6.703860534228825996e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01,6.710229880935753011e-01
