1.479181014998862675e-01,1.677468429465420463e-01,1.863550923089093980e-01,2.039019049360267788e-01,2.206310817028668825e-01,2.365786032660097127e-01,2.518559688293676158e-01,2.666042181549829748e-01,2.808086586328695233e-01,2.944969058438204335e-01,3.077454261548951964e-01,3.206473013824195362e-01,3.331951720033629050e-01,3.453749910876912632e-01,3.571960439768019913e-01,3.686911749937649141e-01,3.799025484705729205e-01,3.908790004475475865e-01,4.016371138958102494e-01,4.121516649854861658e-01,4.224077937368980185e-01,4.323942281408757471e-01,4.421016370725887046e-01,4.514523086945000374e-01,4.602849699465603739e-01,4.687310875161668777e-01,4.769029192430095931e-01,4.848506819413823665e-01,4.925938833099167691e-01,5.001241011912216372e-01,5.074312962595649568e-01,5.145079426692846791e-01,5.213480263905693191e-01,5.279399964683865187e-01,5.342670634250674677e-01,5.402663257265064578e-01,5.458884774752715829e-01,5.511384432504378150e-01,5.560546340915015762e-01,5.606456693703276706e-01,5.648894683343683720e-01,5.687560810888844243e-01,5.722212317087371769e-01,5.747927808322333965e-01,5.772880276528186139e-01,5.793825858893054681e-01,5.811279540384901576e-01,5.825997484963184592e-01,5.834831293252812356e-01,5.844436279207542162e-01,5.852711898063295282e-01
1.509167576142098899e-01,1.711610681841354564e-01,1.901395636821757995e-01,2.080578327127615701e-01,2.251062305212663261e-01,2.414063767368528346e-01,2.569924624883274111e-01,2.720125782180970453e-01,2.865256474946275000e-01,3.005191509679270845e-01,3.140343473295955090e-01,3.271551784650913453e-01,3.399509052142596910e-01,3.523974314368091276e-01,3.644871217681219799e-01,3.762331786502854380e-01,3.876646045989484146e-01,3.988216090442852080e-01,4.097554960564244730e-01,4.204712532299904604e-01,4.309410236284829110e-01,4.411431465236528848e-01,4.510517085302236384e-01,4.605423388348439118e-01,4.695050697036539655e-01,4.780904387523352006e-01,4.863886139993245372e-01,4.944508331532390111e-01,5.023090939050915971e-01,5.099716914617029584e-01,5.174217508903764529e-01,5.246499040986932760e-01,5.316410927705279565e-01,5.383804635486437729e-01,5.448336085376108695e-01,5.509204306017575492e-01,5.566140614017295318e-01,5.619401401835707466e-01,5.669109501624853831e-01,5.715237139081793538e-01,5.757459232609614119e-01,5.795504193813745264e-01,5.824555361304502021e-01,5.852268890133908164e-01,5.875498884906429353e-01,5.894835461799061704e-01,5.910991731431146645e-01,5.920847226492552684e-01,5.931238809030079384e-01,5.940153039264349788e-01,5.948006856466119263e-01
1.539032699043338948e-01,1.745557102157389850e-01,1.938945946267186804e-01,2.121916139841267257e-01,2.295555325353219323e-01,2.461914302670331622e-01,2.621077906998015572e-01,2.773972698382234925e-01,2.921926374916811731e-01,3.064878865749888215e-01,3.202910688644717840e-01,3.336551864457627525e-01,3.466632465702814136e-01,3.593550709812801114e-01,3.717045861534619133e-01,3.837075875699496597e-01,3.953769403811285277e-01,4.067434158235366803e-01,4.178491060639605847e-01,4.287341050042818291e-01,4.393936774441543625e-01,4.497960491561567298e-01,4.598926756377029745e-01,4.695096514871568982e-01,4.786205744656552019e-01,4.873685638577328061e-01,4.958178602200695728e-01,5.040118566695820368e-01,5.119834218502120615e-01,5.197526137483637898e-01,5.273248914427217660e-01,5.346845603028190785e-01,5.418124557924776097e-01,5.486874452838479410e-01,5.552479321210125329e-01,5.614200472801796904e-01,5.671877941439825710e-01,5.725742990172143498e-01,5.775945059351182964e-01,5.822140951592684743e-01,5.863973197713677754e-01,5.896829266601717467e-01,5.927611000945142150e-01,5.953345044750107951e-01,5.974748750381957407e-01,5.992432045885052183e-01,6.003190594751558473e-01,6.014409481831705095e-01,6.023983354435767934e-01,6.029292765468295956e-01,6.035905280252586991e-01
1.568792591317090812e-01,1.779226186686884703e-01,1.976315291967714327e-01,2.162914306538176457e-01,2.339962679848475169e-01,2.509351098181095141e-01,2.671846846507361373e-01,2.827722839629681073e-01,2.978196646776514189e-01,3.124014414159725361e-01,3.264963274558457806e-01,3.401279240253788361e-01,3.533572593408348395e-01,3.662606528961335206e-01,3.788521307481695355e-01,3.911052952329893140e-01,4.030206606604531117e-01,4.146148690110838531e-01,4.259179083968417934e-01,4.369629906946208009e-01,4.477829508030045647e-01,4.583632924344643311e-01,4.686219056172592490e-01,4.783556776592075011e-01,4.876299377658031009e-01,4.965459528927285149e-01,5.051622344561061961e-01,5.135085487254973380e-01,5.216092936550831283e-01,5.294857920381165206e-01,5.371579803401863584e-01,5.446303519328696829e-01,5.518768876447022187e-01,5.588630105974977669e-01,5.655079235736204524e-01,5.717504347466662029e-01,5.775869733484665369e-01,5.830306486228519214e-01,5.880778792600324101e-01,5.926790476655193762e-01,5.967956179653095550e-01,5.998277596419890889e-01,6.026980707054979680e-01,6.050630422034294353e-01,6.070107378541156340e-01,6.081764808247415166e-01,6.093868594771972846e-01,6.104162892420238462e-01,6.109488877847083499e-01,6.116510947496397455e-01,6.120359205518255408e-01
1.598329251649754645e-01,1.812625585668967421e-01,2.013590089611977940e-01,2.203564544240960987e-01,2.384160736149449900e-01,2.556484783761724389e-01,2.722162724417798163e-01,2.881179772794373872e-01,3.034267947246276353e-01,3.182647302743590867e-01,3.326425922228953280e-01,3.465529260996155769e-01,3.600285375287065603e-01,3.731354341301713062e-01,3.859399106260684165e-01,3.984295510403380036e-01,4.105864025162730968e-01,4.224150508710828866e-01,4.339331472795772693e-01,4.451630959330693527e-01,4.561320990178953094e-01,4.668574563781415221e-01,4.772415792804720613e-01,4.870937623214744994e-01,4.965243837337345312e-01,5.056173784376064573e-01,5.144066577552622865e-01,5.229156683259487126e-01,5.311620188689930577e-01,5.391636039425270477e-01,5.469395075273184581e-01,5.545016785880179100e-01,5.618459455529407620e-01,5.689183574599906423e-01,5.756276025185119716e-01,5.819247469144667173e-01,5.878200726512438079e-01,5.933078052410928338e-01,5.983451832254861325e-01,6.028874543771302053e-01,6.063686418476766926e-01,6.095703062502656477e-01,6.121935791001956728e-01,6.143348887933388625e-01,6.156136143388593052e-01,6.169178263973641441e-01,6.177046274703494877e-01,6.185555183537586599e-01,6.190690084363607015e-01,6.196701739635459560e-01,6.202119763970885824e-01
1.627614949787238030e-01,1.845818248399554995e-01,2.050622311849068513e-01,2.243923347233085230e-01,2.428023645105912287e-01,2.603472602849725148e-01,2.772035910461073671e-01,2.934197960532512472e-01,3.090157850769533754e-01,3.240907698517327962e-01,3.387320444803191277e-01,3.529179590566038360e-01,3.666562301155068537e-01,3.799900015168398704e-01,3.929840590244934040e-01,4.056869367815021943e-01,4.180746215894232676e-01,4.301363719586881462e-01,4.418768099092894031e-01,4.533073182077165253e-01,4.644452222009612941e-01,4.752987647701636398e-01,4.857659262284162449e-01,4.957317811082124770e-01,5.053181036396948711e-01,5.145811648525395743e-01,5.235428854541663846e-01,5.322178730568269955e-01,5.406204224025930039e-01,5.487619228153222117e-01,5.566555051351143035e-01,5.643108537233124666e-01,5.717324279658322350e-01,5.788621994244468327e-01,5.856144900117713492e-01,5.919565132460892221e-01,5.978807502750990155e-01,6.033737617407000098e-01,6.083607071177382641e-01,6.123316126501407997e-01,6.159044988759154737e-01,6.188181391623678307e-01,6.208494791344650876e-01,6.225751552245771814e-01,6.239811789109833695e-01,6.247953766840109724e-01,6.257048939559358702e-01,6.262063331472428329e-01,6.268442535322334974e-01,6.271846262744663614e-01,6.276633000665620132e-01
1.656685846207787416e-01,1.878903051386433543e-01,2.087349124410391998e-01,2.284108360488160405e-01,2.471499739353025804e-01,2.650258682137829336e-01,2.821567574448349824e-01,2.986734357840750698e-01,3.145683014389096255e-01,3.298982252243061186e-01,3.447729681937224955e-01,3.592211499974675148e-01,3.732260797665961083e-01,3.868032663268196059e-01,4.000070511617586644e-01,4.128918316144719602e-01,4.254901472775343141e-01,4.377761307110606959e-01,4.497386310057771008e-01,4.613769077801775365e-01,4.726997200127243670e-01,4.836917448823198074e-01,4.942181208194743047e-01,5.042864311909299735e-01,5.140176342167063206e-01,5.234404668977973296e-01,5.325692753136651580e-01,5.414103832557146667e-01,5.499708371534837159e-01,5.582615849406501463e-01,5.662851905756821624e-01,5.740461312017813844e-01,5.815364680340963099e-01,5.886978309303030343e-01,5.954700433895022682e-01,6.018269926160431105e-01,6.077631460546962794e-01,6.132001645185488625e-01,6.180793840957234941e-01,6.216633048016455554e-01,6.248943627628446018e-01,6.271450098378147375e-01,6.290193062388501621e-01,6.302329699144691988e-01,6.313720161809990294e-01,6.320632273654299693e-01,6.326481588675562096e-01,6.332716718532490630e-01,6.336575273560062227e-01,6.341276845110156435e-01,6.344029972082436686e-01
1.685613728842705328e-01,1.911792744365100882e-01,2.123769156472876951e-01,2.324129098705091934e-01,2.514614721403764519e-01,2.696700040947347943e-01,2.870903625652673208e-01,3.038810171790640724e-01,3.200719373709839943e-01,3.356780488616546987e-01,3.507792873934994504e-01,3.654681548562051518e-01,3.797302677677790728e-01,3.935608564770151085e-01,4.069908247136443391e-01,4.200649639265572888e-01,4.328459907851284760e-01,4.453382784994352472e-01,4.575153973377015237e-01,4.693615542575304000e-01,4.808769280095691045e-01,4.920122833115571637e-01,5.026115327174371927e-01,5.127788425849157949e-01,5.226334171606097367e-01,5.322045561032054950e-01,5.414904403497680097e-01,5.504920455286619330e-01,5.592113796530974179e-01,5.676512234485973085e-01,5.758108620727289129e-01,5.836869558566974980e-01,5.912462084214136215e-01,5.984243971711553645e-01,6.051978755833287149e-01,6.115497707796830884e-01,6.174323836409928434e-01,6.227506982469174224e-01,6.268215114545346855e-01,6.303924396506057626e-01,6.328668601534982452e-01,6.349006363781740658e-01,6.361717224954810401e-01,6.371374420034203734e-01,6.379024167735692918e-01,6.386566024176680845e-01,6.391368785794924179e-01,6.395498384218734067e-01,6.399042584726504224e-01,6.403093550797680500e-01,6.405697313228501111e-01
1.714399697746726847e-01,1.944416437414503429e-01,2.159933038018681251e-01,2.363866951889690982e-01,2.557446744919895654e-01,2.742733237572406169e-01,2.920021136940509354e-01,3.090509050265812796e-01,3.255248286692534743e-01,3.414141624997255042e-01,3.567638437669434226e-01,3.716675331106050750e-01,3.861719728877008317e-01,4.002543714442055589e-01,4.139189405739359673e-01,4.272034905671309724e-01,4.401580666175493595e-01,4.528326937165663146e-01,4.652089648405891009e-01,4.772583505446016949e-01,4.889624197845584552e-01,5.002339697647522065e-01,5.109370103266231977e-01,5.212180624029688625e-01,5.311825026327352539e-01,5.408830930987460484e-01,5.503141227480571329e-01,5.594673702475304600e-01,5.683395158067967579e-01,5.769264794925313966e-01,5.852207760370304879e-01,5.932103136370746599e-01,6.008381696015527851e-01,6.080444557747086698e-01,6.147991381870706595e-01,6.210912057738348091e-01,6.268333154896230663e-01,6.313722115718646277e-01,6.352909754969221501e-01,6.379807705061897316e-01,6.399017564208432374e-01,6.412829345540065340e-01,6.423087156980342716e-01,6.431054063677557053e-01,6.437377696133467220e-01,6.442613700329463677e-01,6.447905144076185868e-01,6.451549411721466676e-01,6.454681375815697342e-01,6.457441207051592968e-01,6.459879201183151842e-01
1.742970355785276038e-01,1.976765845030700741e-01,2.195939175806795041e-01,2.403269645226344953e-01,2.600119041416198984e-01,2.788365609962101810e-01,2.968785841252455371e-01,3.141964075984112759e-01,3.309302004743494008e-01,3.470987726409729413e-01,3.627119288250578721e-01,3.778350326193855024e-01,3.925573055855511306e-01,4.068792310289698899e-01,4.207832661882690561e-01,4.342901960001082640e-01,4.474350347682795048e-01,4.602718331201747781e-01,4.728272168071398496e-01,4.850677290110418927e-01,4.969518908987740069e-01,5.083473825689531767e-01,5.191753646964017976e-01,5.295913028937844214e-01,5.396790946531371258e-01,5.494901424797548062e-01,5.590482165175106877e-01,5.683416652381070300e-01,5.773578733729637369e-01,5.860850664585184333e-01,5.945114604779765388e-01,6.026035746546900551e-01,6.102856901355151464e-01,6.175040917763006121e-01,6.242182143986029219e-01,6.303690230550931251e-01,6.353409637869404936e-01,6.395809937007582713e-01,6.424678899163207557e-01,6.443114267067674428e-01,6.457445334084782607e-01,6.468039566496517345e-01,6.476178505882320691e-01,6.482647085844238655e-01,6.487100501821430054e-01,6.491577375507776582e-01,6.495371137994412347e-01,6.498663805410599403e-01,6.500994878807423438e-01,6.503541572118011205e-01,6.505806563497842365e-01
